item	purity_sphingo	purity_non_sphingo	weighted_ratio
GC_00000123	1.0	0.9801242236024845	0.019875776397515477
GC_00000124	0.9978021978021978	0.9788819875776398	0.01892021022455803
GC_00000125	0.9978021978021978	0.9714285714285714	0.02637362637362639
GC_00000126	0.9934065934065934	0.9788819875776398	0.014524605828953652
GC_00000127	0.9560439560439561	0.8422360248447205	0.1138079311992356
GC_00000128	0.9956043956043956	0.9788819875776398	0.01672240802675584
GC_00000129	0.9934065934065934	0.9751552795031055	0.018251313903487887
GC_00000130	0.9934065934065934	0.7788819875776397	0.21452460582895372
GC_00000131	0.9956043956043956	0.977639751552795	0.017964644051600587
GC_00000132	0.9956043956043956	0.9701863354037267	0.025418060200668946
GC_00000133	0.9978021978021978	0.9726708074534162	0.025131390348781646
GC_00000134	0.9934065934065934	0.9714285714285714	0.02197802197802201
GC_00000135	0.9978021978021978	0.9739130434782609	0.0238891543239369
GC_00000136	0.9978021978021978	0.977639751552795	0.020162446249402777
GC_00000137	1.0	0.9677018633540373	0.032298136645962705
GC_00000138	0.9956043956043956	0.9677018633540373	0.027902532250358325
GC_00000139	0.8549450549450549	0.7279503105590062	0.12699474438604874
GC_00000140	0.9978021978021978	0.7801242236024845	0.21767797419971335
GC_00000141	0.9538461538461539	0.9826086956521739	-0.028762541806020003
GC_00000142	0.9934065934065934	0.9677018633540373	0.025704730052556135
GC_00000143	0.8593406593406593	0.7341614906832298	0.1251791686574295
GC_00000144	0.9978021978021978	0.9664596273291925	0.03134257047300526
GC_00000145	1.0	0.9664596273291925	0.03354037267080745
GC_00000146	0.9692307692307692	0.6546583850931676	0.3145723841376016
GC_00000147	0.9978021978021978	0.9639751552795031	0.03382704252269475
GC_00000148	1.0	0.9701863354037267	0.029813664596273326
GC_00000149	0.9978021978021978	0.9701863354037267	0.027615862398471136
GC_00000150	0.9846153846153847	0.7515527950310559	0.2330625895843288
GC_00000151	0.24835164835164836	0.2670807453416149	-0.018729096989966554
GC_00000152	0.9868131868131869	0.9403726708074535	0.0464405160057334
GC_00000153	0.9934065934065934	0.9515527950310559	0.04185379837553749
GC_00000154	0.9846153846153847	0.9416149068322981	0.04300047778308658
GC_00000155	0.9956043956043956	0.9354037267080745	0.06020066889632114
GC_00000156	0.9956043956043956	0.9503105590062112	0.04529383659818442
GC_00000157	0.9626373626373627	0.8683229813664596	0.09431438127090308
GC_00000158	0.9472527472527472	0.9540372670807453	-0.006784519827998103
GC_00000159	0.9714285714285714	0.10434782608695652	0.867080745341615
GC_00000160	0.002197802197802198	0.5863354037267081	-0.5841376015289059
GC_00000161	0.8945054945054945	0.9267080745341615	-0.03220258002866694
GC_00000162	0.9956043956043956	0.9180124223602485	0.07759197324414713
GC_00000163	0.9956043956043956	0.6211180124223602	0.3744863831820354
GC_00000164	0.9208791208791208	0.9751552795031055	-0.054276158623984716
GC_00000165	0.4945054945054945	0.8434782608695652	-0.3489727663640707
GC_00000166	0.989010989010989	0.9093167701863354	0.07969421882465366
GC_00000167	0.9098901098901099	0.6894409937888198	0.22044911610129003
GC_00000168	0.9802197802197802	0.8683229813664596	0.1118967988533206
GC_00000169	0.9824175824175824	0.6658385093167701	0.31657907310081224
GC_00000170	0.9978021978021978	0.853416149068323	0.14438604873387484
GC_00000171	0.9956043956043956	0.9192546583850931	0.0763497372193025
GC_00000172	0.9978021978021978	0.9180124223602485	0.07978977544194932
GC_00000173	0.9494505494505494	0.7391304347826086	0.21032011466794076
GC_00000174	0.9978021978021978	0.8683229813664596	0.12947921643573823
GC_00000175	0.2571428571428571	0.43850931677018634	-0.18136645962732922
GC_00000176	0.9956043956043956	0.9043478260869565	0.0912565695174391
GC_00000177	1.0	0.9105590062111801	0.08944099378881987
GC_00000178	0.9934065934065934	0.8285714285714286	0.1648351648351648
GC_00000179	0.945054945054945	0.915527950310559	0.029526994744386026
GC_00000180	0.9714285714285714	0.915527950310559	0.05590062111801242
GC_00000181	1.0	0.8484472049689441	0.1515527950310559
GC_00000182	0.9978021978021978	0.8981366459627329	0.0996655518394649
GC_00000183	1.0	0.8819875776397516	0.11801242236024845
GC_00000184	1.0	0.6683229813664596	0.3316770186335404
GC_00000185	0.6593406593406593	0.8397515527950311	-0.18041089345437178
GC_00000186	0.9846153846153847	0.6546583850931676	0.329956999522217
GC_00000187	0.9912087912087912	0.7751552795031056	0.21605351170568565
GC_00000188	0.9934065934065934	0.8906832298136645	0.10272336359292888
GC_00000189	0.9912087912087912	0.7068322981366459	0.2843764930721453
GC_00000190	0.945054945054945	0.7440993788819876	0.2009555661729574
GC_00000191	0.9978021978021978	0.7031055900621118	0.294696607740086
GC_00000192	1.0	0.17391304347826086	0.8260869565217391
GC_00000193	0.9912087912087912	0.7267080745341615	0.2645007166746297
GC_00000194	0.9978021978021978	0.8559006211180125	0.14190157668418535
GC_00000195	0.9956043956043956	0.8012422360248447	0.19436215957955094
GC_00000196	0.9978021978021978	0.8049689440993789	0.1928332537028189
GC_00000197	0.8065934065934066	0.41366459627329194	0.3929288103201147
GC_00000198	1.0	0.8124223602484472	0.18757763975155284
GC_00000199	0.9978021978021978	0.8484472049689441	0.1493549928332537
GC_00000200	1.0	0.822360248447205	0.177639751552795
GC_00000201	0.9978021978021978	0.5987577639751552	0.3990444338270426
GC_00000202	0.9274725274725275	0.43105590062111804	0.49641662685140947
GC_00000203	0.2857142857142857	0.3204968944099379	-0.034782608695652195
GC_00000204	0.9956043956043956	0.7937888198757764	0.2018155757286192
GC_00000205	0.9912087912087912	0.8161490683229814	0.17505972288580984
GC_00000206	0.9934065934065934	0.831055900621118	0.16235069278547543
GC_00000207	0.9978021978021978	0.8198757763975155	0.1779264214046823
GC_00000208	0.6175824175824176	0.7093167701863354	-0.09173435260391782
GC_00000209	0.9956043956043956	0.8136645962732919	0.1819397993311037
GC_00000210	0.989010989010989	0.6919254658385093	0.2970855231724797
GC_00000211	1.0	0.8186335403726708	0.18136645962732922
GC_00000212	0.9934065934065934	0.8161490683229814	0.17725752508361203
GC_00000213	0.9956043956043956	0.8173913043478261	0.17821309125656948
GC_00000214	0.9934065934065934	0.8136645962732919	0.17974199713330152
GC_00000215	1.0	0.515527950310559	0.484472049689441
GC_00000216	0.9978021978021978	0.8124223602484472	0.18537983755375065
GC_00000217	0.002197802197802198	0.5962732919254659	-0.5940754897276637
GC_00000218	0.9736263736263736	0.737888198757764	0.2357381748686096
GC_00000219	0.9538461538461539	0.02236024844720497	0.9314859053989489
GC_00000220	0.9978021978021978	0.7391304347826086	0.25867176301958916
GC_00000221	0.9956043956043956	0.8074534161490683	0.18815097945532733
GC_00000222	0.989010989010989	0.8161490683229814	0.17286192068800765
GC_00000223	0.978021978021978	0.6211180124223602	0.3569039655996178
GC_00000224	0.9934065934065934	0.8149068322981367	0.17849976110845678
GC_00000225	0.8373626373626374	0.6409937888198758	0.1963688485427616
GC_00000226	0.4945054945054945	0.7254658385093168	-0.23096034400382226
GC_00000227	0.9802197802197802	0.7403726708074534	0.2398471094123268
GC_00000228	0.9604395604395605	0.5863354037267081	0.37410415671285235
GC_00000229	0.9934065934065934	0.7913043478260869	0.2021022455805065
GC_00000230	0.9538461538461539	0.8062111801242235	0.14763497372193035
GC_00000231	0.9604395604395605	0.3105590062111801	0.6498805542283803
GC_00000232	0.9362637362637363	0.2372670807453416	0.6989966555183946
GC_00000233	0.9912087912087912	0.7229813664596273	0.26822742474916395
GC_00000234	0.4593406593406593	0.6024844720496895	-0.14314381270903015
GC_00000235	0.9934065934065934	0.7639751552795031	0.22943143812709033
GC_00000236	0.9978021978021978	0.6385093167701863	0.3592928810320115
GC_00000237	0.9868131868131869	0.7652173913043478	0.221595795508839
GC_00000238	1.0	0.4968944099378882	0.5031055900621118
GC_00000239	0.5252747252747253	0.5093167701863354	0.01595795508838993
GC_00000240	0.6989010989010989	0.3590062111801242	0.33989488772097465
GC_00000241	0.9758241758241758	0.44596273291925465	0.5298614429049211
GC_00000242	0.9912087912087912	0.7677018633540372	0.223506927854754
GC_00000243	0.9120879120879121	0.7354037267080745	0.17668418537983754
GC_00000244	0.9912087912087912	0.7639751552795031	0.22723363592928814
GC_00000245	0.9934065934065934	0.760248447204969	0.23315814620162445
GC_00000246	0.9538461538461539	0.5490683229813664	0.40477783086478747
GC_00000247	0.9296703296703297	0.42857142857142855	0.5010989010989011
GC_00000248	0.5384615384615384	0.002484472049689441	0.535977066411849
GC_00000249	0.989010989010989	0.7453416149068323	0.2436693741041568
GC_00000250	0.9868131868131869	0.7590062111801242	0.22780697563306262
GC_00000251	0.9626373626373627	0.6322981366459627	0.3303392259914
GC_00000252	0.9824175824175824	0.6484472049689441	0.3339703774486382
GC_00000253	0.9956043956043956	0.7503105590062111	0.2452938365981845
GC_00000254	0.9428571428571428	0.4049689440993789	0.537888198757764
GC_00000255	0.6153846153846154	0.45714285714285713	0.1582417582417583
GC_00000256	0.9978021978021978	0.6596273291925466	0.3381748686096512
GC_00000257	0.989010989010989	0.7478260869565218	0.2411849020544673
GC_00000258	0.978021978021978	0.7391304347826086	0.23889154323936934
GC_00000259	0.6659340659340659	0.2645962732919255	0.4013377926421404
GC_00000260	1.0	0.7291925465838509	0.2708074534161491
GC_00000261	0.9912087912087912	0.737888198757764	0.2533205924510272
GC_00000262	1.0	0.6832298136645962	0.31677018633540377
GC_00000263	0.9978021978021978	0.7291925465838509	0.2686096512183469
GC_00000264	0.9934065934065934	0.7080745341614907	0.28533205924510274
GC_00000265	0.9934065934065934	0.6807453416149069	0.3126612517916866
GC_00000266	0.9956043956043956	0.7229813664596273	0.2726230291447683
GC_00000267	0.9934065934065934	0.7316770186335404	0.26172957477305303
GC_00000268	1.0	0.7006211180124223	0.29937888198757767
GC_00000269	0.7032967032967034	0.5527950310559007	0.1505016722408027
GC_00000270	0.978021978021978	0.23478260869565218	0.7432393693263258
GC_00000271	0.026373626373626374	0.5366459627329192	-0.5102723363592928
GC_00000272	0.9934065934065934	0.7254658385093168	0.26794075489727665
GC_00000273	1.0	0.6968944099378882	0.3031055900621118
GC_00000274	0.8351648351648352	0.44472049689440996	0.39044433827042524
GC_00000275	0.9560439560439561	0.7279503105590062	0.22809364548494993
GC_00000276	0.9934065934065934	0.6956521739130435	0.29775441949354997
GC_00000277	0.9912087912087912	0.4236024844720497	0.5676063067367416
GC_00000278	0.9978021978021978	0.6894409937888198	0.30836120401337797
GC_00000279	0.9604395604395605	0.7229813664596273	0.23745819397993317
GC_00000280	0.9868131868131869	0.2186335403726708	0.7681796464405161
GC_00000281	1.0	0.698136645962733	0.30186335403726705
GC_00000282	0.9846153846153847	0.17763975155279504	0.8069756330625897
GC_00000283	0.7494505494505495	0.6919254658385093	0.05752508361204012
GC_00000284	1.0	0.7018633540372671	0.2981366459627329
GC_00000285	0.9978021978021978	0.6608695652173913	0.33693263258480655
GC_00000286	0.9956043956043956	0.698136645962733	0.29746774964166267
GC_00000287	0.9956043956043956	0.6968944099378882	0.2987099856665074
GC_00000288	0.9978021978021978	0.6931677018633541	0.30463449593884373
GC_00000289	1.0	0.6956521739130435	0.30434782608695654
GC_00000290	0.778021978021978	0.8062111801242235	-0.028189202102245514
GC_00000291	1.0	0.6993788819875777	0.3006211180124223
GC_00000292	0.27912087912087913	0.675776397515528	-0.39665551839464885
GC_00000293	0.9956043956043956	0.6819875776397516	0.313616817964644
GC_00000294	0.9978021978021978	0.6944099378881987	0.3033922599139991
GC_00000295	0.9868131868131869	0.6956521739130435	0.2911610129001434
GC_00000296	0.7472527472527473	0.6186335403726708	0.12861920688007644
GC_00000297	0.9912087912087912	0.6583850931677019	0.33282369804108936
GC_00000298	0.9802197802197802	0.6472049689440994	0.3330148112756808
GC_00000299	0.9978021978021978	0.6335403726708074	0.3642618251313904
GC_00000300	0.7164835164835165	0.0	0.7164835164835165
GC_00000301	0.5516483516483517	0.7267080745341615	-0.17505972288580984
GC_00000302	0.9274725274725275	0.4074534161490683	0.5200191113234591
GC_00000303	0.9956043956043956	0.6931677018633541	0.30243669374104154
GC_00000304	0.9934065934065934	0.6782608695652174	0.31514572384137607
GC_00000305	0.9956043956043956	0.6819875776397516	0.313616817964644
GC_00000306	0.9802197802197802	0.6956521739130435	0.2845676063067367
GC_00000307	0.9824175824175824	0.6795031055900621	0.30291447682752026
GC_00000308	0.7846153846153846	0.4795031055900621	0.3051122790253225
GC_00000309	0.6901098901098901	0.5987577639751552	0.09135212613473487
GC_00000310	0.9824175824175824	0.6795031055900621	0.30291447682752026
GC_00000311	0.9582417582417583	0.6906832298136646	0.2675585284280937
GC_00000312	0.002197802197802198	0.24347826086956523	-0.24128045867176304
GC_00000313	0.9406593406593406	0.7006211180124223	0.24003822264691832
GC_00000314	0.9626373626373627	0.6819875776397516	0.28064978499761106
GC_00000315	0.9978021978021978	0.546583850931677	0.45121834687052076
GC_00000316	0.9802197802197802	0.6695652173913044	0.3106545628284758
GC_00000317	0.9978021978021978	0.1701863354037267	0.8276158623984711
GC_00000318	1.0	0.6683229813664596	0.3316770186335404
GC_00000319	0.9846153846153847	0.42857142857142855	0.5560439560439561
GC_00000320	0.989010989010989	0.6012422360248447	0.3877687529861443
GC_00000321	0.015384615384615385	0.7739130434782608	-0.7585284280936455
GC_00000322	0.9758241758241758	0.5875776397515527	0.38824653607262305
GC_00000323	0.3384615384615385	0.6248447204968944	-0.28638318203535595
GC_00000324	0.9934065934065934	0.631055900621118	0.3623506927854754
GC_00000325	0.8615384615384616	0.4360248447204969	0.4255136168179647
GC_00000326	1.0	0.6633540372670808	0.33664596273291925
GC_00000327	0.9978021978021978	0.45590062111801244	0.5419015766841854
GC_00000328	0.865934065934066	0.6559006211180124	0.21003344481605357
GC_00000329	0.21978021978021978	0.8298136645962733	-0.6100334448160535
GC_00000330	0.008791208791208791	0.5590062111801242	-0.5502150023889154
GC_00000331	0.9846153846153847	0.6608695652173913	0.3237458193979934
GC_00000332	0.3142857142857143	0.5664596273291925	-0.25217391304347825
GC_00000333	0.9956043956043956	0.6447204968944099	0.3508838987099857
GC_00000334	0.008791208791208791	0.5701863354037268	-0.561395126612518
GC_00000335	0.9912087912087912	0.6633540372670808	0.3278547539417105
GC_00000336	0.9978021978021978	0.6360248447204969	0.3617773530817009
GC_00000337	0.9978021978021978	0.6683229813664596	0.3294792164357382
GC_00000338	0.9978021978021978	0.6509316770186335	0.3468705207835643
GC_00000339	0.9494505494505494	0.47329192546583854	0.47615862398471087
GC_00000340	0.9560439560439561	0.6062111801242236	0.3498327759197325
GC_00000341	0.9956043956043956	0.631055900621118	0.36454849498327757
GC_00000342	0.9120879120879121	0.2062111801242236	0.7058767319636885
GC_00000343	0.16263736263736264	0.6993788819875777	-0.5367415193502151
GC_00000344	0.9978021978021978	0.6459627329192547	0.35183946488294315
GC_00000345	0.9978021978021978	0.6149068322981367	0.3828953655040611
GC_00000346	0.9494505494505494	0.5204968944099378	0.42895365504061156
GC_00000347	0.7472527472527473	0.3987577639751553	0.348494983277592
GC_00000348	0.9956043956043956	0.5950310559006211	0.4005733397037745
GC_00000349	1.0	0.6024844720496895	0.39751552795031053
GC_00000350	0.9978021978021978	0.20372670807453416	0.7940754897276636
GC_00000351	0.9912087912087912	0.6086956521739131	0.38251313903487816
GC_00000352	1.0	0.6124223602484472	0.3875776397515528
GC_00000353	0.9934065934065934	0.5701863354037268	0.42322025800286667
GC_00000354	0.9934065934065934	0.5975155279503106	0.39589106545628283
GC_00000355	1.0	0.5801242236024845	0.4198757763975155
GC_00000356	0.9010989010989011	0.6645962732919255	0.23650262780697562
GC_00000357	0.9802197802197802	0.6198757763975156	0.3603440038222646
GC_00000358	0.9428571428571428	0.2062111801242236	0.7366459627329193
GC_00000359	0.9934065934065934	0.515527950310559	0.47787864309603445
GC_00000360	0.7736263736263737	0.7341614906832298	0.039464882943143875
GC_00000361	0.9978021978021978	0.5254658385093167	0.4723363592928811
GC_00000362	0.8681318681318682	0.6211180124223602	0.24701385570950796
GC_00000363	0.9846153846153847	0.5925465838509317	0.39206880076445294
GC_00000364	0.9978021978021978	0.5577639751552795	0.4400382226469183
GC_00000365	0.8549450549450549	0.4583850931677019	0.39655996177735303
GC_00000366	0.0	0.18385093167701863	-0.18385093167701863
GC_00000367	0.9824175824175824	0.24472049689440994	0.7376970855231724
GC_00000368	0.9714285714285714	0.5751552795031056	0.3962732919254658
GC_00000369	0.06153846153846154	0.5304347826086957	-0.46889632107023416
GC_00000370	0.978021978021978	0.5503105590062112	0.4277114190157668
GC_00000371	0.9956043956043956	0.5440993788819876	0.45150501672240806
GC_00000372	0.9956043956043956	0.5925465838509317	0.4030578117534639
GC_00000373	0.9978021978021978	0.5751552795031056	0.4226469182990922
GC_00000374	0.4307692307692308	0.7714285714285715	-0.34065934065934067
GC_00000375	0.6263736263736264	0.7813664596273292	-0.15499283325370283
GC_00000376	0.210989010989011	0.5565217391304348	-0.3455327281414238
GC_00000377	0.9978021978021978	0.5801242236024845	0.4176779741997133
GC_00000378	0.9934065934065934	0.5826086956521739	0.41079789775441955
GC_00000379	1.0	0.5714285714285714	0.4285714285714286
GC_00000380	0.9978021978021978	0.5714285714285714	0.4263736263736264
GC_00000381	0.9494505494505494	0.5565217391304348	0.3929288103201146
GC_00000382	0.7296703296703296	0.5962732919254659	0.13339703774486378
GC_00000383	0.9934065934065934	0.5217391304347826	0.47166746297181084
GC_00000384	0.9428571428571428	0.577639751552795	0.3652173913043478
GC_00000385	0.6505494505494506	0.14037267080745341	0.5101767797419972
GC_00000386	0.9604395604395605	0.5751552795031056	0.38528428093645484
GC_00000387	0.002197802197802198	0.5130434782608696	-0.5108456760630674
GC_00000388	0.9252747252747253	0.6	0.32527472527472534
GC_00000389	0.7120879120879121	0.3527950310559006	0.3592928810320115
GC_00000390	0.9956043956043956	0.5565217391304348	0.43908265647396083
GC_00000391	0.9296703296703297	0.591304347826087	0.3383659818442427
GC_00000392	0.9934065934065934	0.5416149068322982	0.45179168657429525
GC_00000393	0.8241758241758241	0.6285714285714286	0.19560439560439558
GC_00000394	0.11648351648351649	0.5652173913043478	-0.44873387482083127
GC_00000395	0.9164835164835164	0.5875776397515527	0.3289058767319637
GC_00000396	0.9560439560439561	0.4161490683229814	0.5398948877209747
GC_00000397	1.0	0.4993788819875776	0.5006211180124224
GC_00000398	1.0	0.5354037267080746	0.46459627329192543
GC_00000399	0.9956043956043956	0.4956521739130435	0.4999522216913521
GC_00000400	0.8	0.3937888198757764	0.40621118012422364
GC_00000401	0.9560439560439561	0.5652173913043478	0.3908265647396083
GC_00000402	0.9824175824175824	0.0	0.9824175824175824
GC_00000403	0.9912087912087912	0.546583850931677	0.4446249402771142
GC_00000404	0.008791208791208791	0.42732919254658386	-0.41853798375537504
GC_00000405	0.4989010989010989	0.6285714285714286	-0.12967032967032965
GC_00000406	0.9978021978021978	0.42857142857142855	0.5692307692307692
GC_00000407	0.9934065934065934	0.5118012422360249	0.4816053511705686
GC_00000408	0.9714285714285714	0.5316770186335403	0.4397515527950311
GC_00000409	0.9560439560439561	0.2546583850931677	0.7013855709507884
GC_00000410	0.1076923076923077	0.5416149068322982	-0.4339225991399905
GC_00000411	0.9406593406593406	0.5080745341614907	0.4325848064978499
GC_00000412	0.2549450549450549	0.2546583850931677	0.0002866698518872446
GC_00000413	0.9604395604395605	0.506832298136646	0.4536072623029145
GC_00000414	0.9824175824175824	0.4298136645962733	0.5526039178213091
GC_00000415	0.9604395604395605	0.41490683229813663	0.5455327281414238
GC_00000416	0.9956043956043956	0.5242236024844721	0.47138079311992354
GC_00000417	0.9626373626373627	0.4409937888198758	0.5216435738174869
